loan_id,applicant_name,credit_score,annual_income,loan_amount,debt_to_income,employment_years,loan_type,loan_status,province,application_date,probability_of_default,loss_given_default,exposure_at_default,expected_loss,risk_weighted_assets,stressed_pd,stressed_expected_loss,additional_capital_needed
LN0019,Lisa Williams,692.0,22121.0,107421,0.17,2,Auto,Current,BC,2020-01-20,0.13293333333333335,0.4,102049.95,5426.336008000001,76537.4625,0.27251333333333333,16685.9832246,11259.647216599999
LN0020,Jesse Shah,702.0,37196.0,243245,0.46,1,Auto,Current,ON,2020-01-21,0.1690666666666667,0.4,231082.75,15627.35610666667,173312.0625,0.3465866666666667,48054.12002800001,32426.763921333342
LN0021,Carrie Logan,592.0,40576.0,48618,0.14,2,Mortgage,Charged Off,AB,2020-01-22,0.16933333333333334,0.25,46187.1,1955.2539,16165.484999999999,0.3471333333333333,7214.886890999999,5259.6329909999995
LN0022,Donna Lewis,647.0,62583.0,52111,0.42,6,Credit Line,Current,AB,2020-01-23,0.15960000000000002,0.7,49505.45,5530.748874,49505.45,0.32718,14577.4738179,9046.7249439
LN0023,Meagan Perez,850.0,21514.0,221750,0.33,4,Mortgage,Current,AB,2020-01-24,0.09826666666666667,0.25,210662.5,5175.275416666666,73731.875,0.20144666666666666,19096.7662875,13921.490870833331
LN0024,Adriana Reed,822.0,20000.0,125592,0.3,11,Mortgage,Current,ON,2020-01-25,0.05733333333333334,0.25,119312.4,1710.1444000000001,41759.34,0.11753333333333334,6310.432836,4600.288436
LN0025,Karen Garcia DVM,693.0,39086.0,239000,0.2,4,Credit Line,Current,QC,2020-01-26,0.12546666666666667,0.7,227050.0,19941.044666666665,227050.0,0.25720666666666664,52558.896299999986,32617.85163333332
LN0026,Joshua Dunlap,653.0,74623.0,260989,0.4,3,Auto,Current,ON,2020-01-27,0.17080000000000004,0.4,247939.55,16939.230056000004,185954.66249999998,0.35014000000000006,52088.13242220002,35148.90236620001
LN0027,Anthony Foley,662.0,59609.0,133652,0.61,7,Auto,Charged Off,ON,2020-01-28,0.1710666666666667,0.4,126969.4,8688.092810666667,95227.04999999999,0.3506866666666667,26715.885392800003,18027.792582133334
LN0028,Mr. Kevin Murray,711.0,39492.0,83672,0.21,14,Mortgage,Current,QC,2020-01-29,0.06613333333333334,0.25,79488.4,1314.2082133333333,27820.939999999995,0.13557333333333332,4849.4283072,3535.2200938666665
LN0029,Alice Johnson,547.0,29832.0,255351,0.29,2,Personal,Current,MB,2020-01-30,0.20533333333333334,0.65,242583.44999999998,32376.80446,242583.44999999998,0.4209333333333333,86794.74118699999,54417.93672699999
LN0030,Michael Beck,624.0,50153.0,222516,0.37,1,Auto,Current,AB,2020-01-31,0.18946666666666667,0.4,211390.19999999998,16020.558624,158542.65,0.3884066666666666,49263.217768799994,33242.659144799996
LN0031,Jessica Campbell,483.0,24601.0,66602,0.47,4,Personal,Charged Off,SK,2020-02-01,0.24186666666666667,0.65,63271.899999999994,9947.186305333333,63271.899999999994,0.49582666666666664,26666.110980066667,16718.924674733335
LN0032,Helen Torres,689.0,43938.0,208117,0.12,3,Mortgage,Current,AB,2020-02-02,0.12280000000000002,0.25,197711.15,6069.732305,69198.9025,0.25174,22397.31220545,16327.57990045
LN0033,Jean Tucker,714.0,44453.0,242069,0.51,22,Auto,Current,ON,2020-02-03,0.0956,0.4,229965.55,8793.882632,172474.16249999998,0.19598,27041.1890934,18247.3064614
LN0034,Robert Ward,601.0,55496.0,47222,0.29,3,Personal,Current,BC,2020-02-04,0.17840000000000003,0.65,44860.9,5202.069964000001,44860.9,0.36572000000000005,13945.549095800005,8743.479131800003
LN0035,Crystal Christensen,807.0,109520.0,246084,0.35,0,Credit Line,Current,ON,2020-02-05,0.122,0.7,233779.8,19964.794919999997,233779.8,0.2501,52621.495181999984,32656.700261999988
LN0036,Carlos Steele,527.0,42487.0,247318,0.38,18,Mortgage,Current,ON,2020-02-06,0.15480000000000002,0.25,234952.09999999998,9092.646270000001,82233.23499999999,0.31734,33551.8647363,24459.218466299997
LN0037,Victor Stewart,503.0,29626.0,70333,0.29,9,Personal,Late (30-59 days),QC,2020-02-07,0.18560000000000001,0.65,66816.34999999999,8060.724464,66816.34999999999,0.38048,21608.9421208,13548.2176568
LN0038,Megan Martin,672.0,35945.0,188804,0.48,0,Mortgage,Late (60+ days),BC,2020-02-08,0.18880000000000002,0.25,179363.8,8465.971360000001,62777.329999999994,0.38704,31239.434318399995,22773.462958399992
LN0039,James Fernandez,754.0,20000.0,54420,0.36,11,Auto,Current,BC,2020-02-09,0.08293333333333335,0.4,51699.0,1715.0281600000003,38774.25,0.17001333333333335,5273.7115920000015,3558.683432000001
LN0040,Andrea Morris,818.0,41256.0,80504,0.12,2,Mortgage,Late (30-59 days),ON,2020-02-10,0.08373333333333334,0.25,76478.8,1600.9562133333336,26767.579999999998,0.17165333333333332,5907.5284272,4306.572213866666
LN0041,Adam Wilson,604.0,30831.0,7462,0.36,2,Auto,Charged Off,ON,2020-02-11,0.19093333333333334,0.4,7088.9,541.4029226666668,5316.674999999999,0.39141333333333334,1664.8139872000002,1123.4110645333335
LN0042,Stacey Hall,757.0,29447.0,276604,0.62,11,Mortgage,Current,ON,2020-02-12,0.11293333333333333,0.25,262773.8,7418.980286666666,91970.82999999999,0.2315133333333333,27376.037257799995,19957.05697113333
LN0043,Gregory Wilkins,646.0,38597.0,104319,0.36,3,Mortgage,Current,ON,2020-02-13,0.16880000000000003,0.25,99103.04999999999,4182.14871,34686.06749999999,0.34604,15432.128739900001,11249.980029900002
LN0044,Charles Hart,656.0,26135.0,261674,0.52,0,Mortgage,Late (60+ days),ON,2020-02-14,0.2,0.25,248590.3,12429.515,87006.605,0.41,45864.91035,33435.39535
LN0045,Donna Jenkins,738.0,56863.0,145347,0.35,2,Mortgage,Current,BC,2020-02-15,0.13613333333333333,0.25,138079.65,4699.3107549999995,48327.877499999995,0.2790733333333333,17340.456685949994,12641.145930949995
LN0046,Hannah Washington,715.0,36318.0,149341,0.5,6,Credit Line,Current,AB,2020-02-16,0.142,0.7,141873.94999999998,14102.270629999997,141873.94999999998,0.29109999999999997,37169.55616049999,23067.28553049999
LN0047,Jonathan Mathews,492.0,36180.0,134593,0.44,0,Credit Line,Current,QC,2020-02-17,0.256,0.7,127863.34999999999,22913.112319999997,127863.34999999999,0.5247999999999999,60392.41747199999,37479.305151999986
LN0048,Veronica Luna,797.0,31851.0,127672,0.3,4,Personal,Current,BC,2020-02-18,0.09586666666666667,0.65,121288.4,7557.884498666667,121288.4,0.19652666666666666,20260.944213733335,12703.059715066669
LN0049,Annette Goodman,788.0,38641.0,289697,0.19,5,Mortgage,Current,ON,2020-02-19,0.08093333333333333,0.25,275212.14999999997,5568.459168333332,96324.25249999999,0.1659133333333333,20547.614331149995,14979.155162816664
LN0050,Jennifer Henry,587.0,50515.0,49036,0.33,2,Auto,Current,SK,2020-02-20,0.19413333333333335,0.4,46584.2,3617.418410666667,34938.149999999994,0.39797333333333335,11123.561612800002,7506.143202133335
LN0051,Thomas Hansen,689.0,25671.0,153441,0.42,5,Personal,Current,ON,2020-02-21,0.1481333333333333,0.65,145768.94999999998,14035.606298999997,145768.94999999998,0.30367333333333324,37626.22150154999,23590.61520254999
LN0052,Kristine Ward,699.0,27910.0,147867,0.14,10,Credit Line,Current,AB,2020-02-22,0.08386666666666667,0.7,140473.65,8246.739746,140473.65,0.17192666666666667,21736.0497591,13489.3100131
LN0053,Randy Perry,676.0,32160.0,75021,0.54,3,Auto,Current,MB,2020-02-23,0.17840000000000003,0.4,71269.95,5085.823632000001,53452.462499999994,0.36572000000000005,15638.907668400005,10553.084036400003
LN0054,Kimberly Griffin,594.0,21197.0,166215,0.47,2,Personal,Late (60+ days),AB,2020-02-24,0.20813333333333334,0.65,157904.25,21362.339635,157904.25,0.4266733333333333,57267.50279075,35905.16315574999
LN0055,Nicole Morgan,582.0,26168.0,241304,0.39,1,Credit Line,Current,ON,2020-02-25,0.20866666666666667,0.7,229238.8,33484.147386666664,229238.8,0.42776666666666663,88254.64561199998,54770.498225333315
LN0056,Phillip Powell,647.0,30016.0,10368,0.12,4,Personal,Current,BC,2020-02-26,0.13426666666666667,0.65,9849.6,859.6074240000002,9849.6,0.27524666666666664,2304.4091328000004,1444.8017088000001
LN0057,Michael Phelps,767.0,51521.0,140693,0.31,10,Mortgage,Current,ON,2020-02-27,0.07706666666666667,0.25,133658.35,2575.150876666667,46780.4225,0.15798666666666666,9502.306734900001,6927.155858233335
LN0058,Sarah Perez,704.0,40337.0,63829,0.59,1,Mortgage,Current,ON,2020-02-28,0.18386666666666668,0.25,60637.549999999996,2787.3060483333334,21223.142499999998,0.37692666666666663,10285.159318349999,7497.853270016665
LN0059,Jennifer Pena,612.0,39239.0,281863,0.24,2,Auto,Current,ON,2020-02-29,0.17333333333333334,0.4,267769.85,18565.376266666666,200827.38749999998,0.35533333333333333,57088.532020000006,38523.15575333334
LN0060,Janice Walker,727.0,51039.0,34227,0.31,2,Auto,Current,MB,2020-03-01,0.13573333333333334,0.4,32515.649999999998,1765.383024,24386.7375,0.27825333333333335,5428.552798800001,3663.1697748000015
LN0061,Kelly Reyes,365.0,34373.0,114430,0.49,4,Mortgage,Charged Off,MB,2020-03-02,0.29146666666666665,0.25,108708.5,7921.226033333333,38047.975,0.5975066666666666,29229.324063,21308.098029666668
LN0062,Joshua Patterson,764.0,42454.0,17306,0.39,1,Mortgage,Current,ON,2020-03-03,0.13586666666666666,0.25,16440.7,558.4357766666667,5754.245,0.27852666666666664,2060.6280159000003,1502.1922392333336
LN0063,Michael Frost,476.0,34846.0,58822,0.13,8,Personal,Late (30-59 days),QC,2020-03-04,0.18253333333333333,0.65,55880.899999999994,6630.082515333333,55880.899999999994,0.37419333333333327,17773.72120456666,11143.638689233328
LN0064,Angela Peters,613.0,60573.0,29042,0.28,1,Auto,Current,SK,2020-03-05,0.18306666666666668,0.4,27589.899999999998,2020.3164106666668,20692.425,0.37528666666666666,6212.4729628000005,4192.156552133334
LN0065,James Rowland,538.0,28764.0,153459,0.27,6,Mortgage,Current,QC,2020-03-06,0.18520000000000003,0.25,145786.05,6749.894115000001,51025.11749999999,0.37966000000000005,24907.10928435,18157.215169349998
LN0066,Paula Bean,520.0,30000.0,94424,0.29,3,Auto,Current,ON,2020-03-07,0.21080000000000002,0.4,89702.8,7563.740096,67277.1,0.43213999999999997,23258.5007952,15694.7606992
LN0067,Morgan Mitchell,766.0,34416.0,187690,0.5,4,Auto,Current,QC,2020-03-08,0.13226666666666667,0.4,178305.5,9433.549653333333,133729.125,0.27114666666666665,29008.165184,19574.61553066667
LN0068,Sharon Ellis,603.0,64157.0,228122,0.21,0,Personal,Current,AB,2020-03-09,0.18400000000000002,0.65,216715.9,25919.221640000003,216715.9,0.37720000000000004,69483.45185800001,43564.23021800001
LN0069,Jessica Bates,684.0,52600.0,154395,0.44,6,Mortgage,Charged Off,QC,2020-03-10,0.1472,0.25,146675.25,5397.6492,51336.337499999994,0.30176,19917.325548,14519.676348
LN0070,Andrew Hunter,645.0,53431.0,23019,0.21,1,Personal,Current,AB,2020-03-11,0.1618666666666667,0.65,21868.05,2300.8104340000004,21868.05,0.33182666666666666,6167.9418173,3867.1313833
LN0071,Ruth Miller,697.0,59542.0,45863,0.52,0,Auto,Current,QC,2020-03-12,0.1836,0.4,43569.85,3199.769784,32677.387499999997,0.37638,9839.292085800002,6639.5223018000015
LN0072,Cindy Ortega,657.0,37626.0,116023,0.21,3,Mortgage,Current,ON,2020-03-13,0.1464,0.25,110221.84999999999,4034.11971,38577.64749999999,0.30012,14885.901729899999,10851.782019899998
LN0073,Michael Mullins,521.0,39297.0,146355,0.19,6,Personal,Current,ON,2020-03-14,0.1824,0.65,139037.25,16484.256360000003,139037.25,0.37392,44190.487242,27706.230882
LN0074,Jessica Lee DDS,749.0,28365.0,67780,0.33,0,Mortgage,Current,ON,2020-03-15,0.13999999999999999,0.25,64391.0,2253.685,22536.85,0.2869999999999999,8316.097649999998,6062.412649999998
LN0075,Tyler Wilkerson,600.0,32002.0,290052,0.27,0,Mortgage,Late (30-59 days),QC,2020-03-16,0.19240000000000002,0.25,275549.39999999997,13253.92614,96442.28999999998,0.39442,48906.98745659999,35653.0613166
LN0076,Matthew Pope,494.0,69687.0,197656,0.38,8,Auto,Current,ON,2020-03-17,0.20533333333333334,0.4,187773.19999999998,15422.438826666667,140829.9,0.4209333333333333,47423.999392,32001.560565333333
LN0077,Gary Arnold,607.0,58779.0,174024,0.23,8,Mortgage,Current,AB,2020-03-18,0.14213333333333333,0.25,165322.8,5874.47016,57862.97999999999,0.2913733333333333,21676.794890399997,15802.324730399996
LN0078,Brett Lee,800.0,34345.0,105706,0.14,1,Mortgage,Current,QC,2020-03-19,0.09146666666666668,0.25,100420.7,2296.2866733333335,35147.244999999995,0.18750666666666668,8473.2978246,6177.011151266666
LN0079,Linda Malone,735.0,30330.0,173735,0.37,4,Personal,Current,AB,2020-03-20,0.12906666666666666,0.65,165048.25,13846.447853333333,165048.25,0.26458666666666664,37119.131360666666,23272.683507333335
LN0080,Rebekah Johnson,615.0,36323.0,127019,0.25,2,Mortgage,Current,SK,2020-03-21,0.17333333333333334,0.25,120668.04999999999,5228.948833333333,42233.81749999999,0.35533333333333333,19294.821195,14065.872361666668
LN0081,Michael Dean,615.0,46188.0,197453,0.19,5,Credit Line,Current,AB,2020-03-22,0.15013333333333334,0.7,187580.34999999998,19713.44424933333,187580.34999999998,0.30777333333333334,51959.006628599986,32245.562379266656
LN0082,Douglas Mueller,617.0,20383.0,184001,0.22,9,Auto,Current,SK,2020-03-23,0.13160000000000002,0.4,174800.94999999998,9201.522008000002,131100.7125,0.26978,28294.680174600006,19093.158166600006
LN0083,Amanda Lee,850.0,20000.0,276487,0.37,0,Mortgage,Current,QC,2020-03-24,0.12440000000000001,0.25,262662.64999999997,8168.8084149999995,91931.92749999998,0.25502,30142.90305135,21974.09463635
LN0084,Joseph Thomas,688.0,29137.0,105260,0.15,7,Mortgage,Late (30-59 days),ON,2020-03-25,0.10546666666666667,0.25,99997.0,2636.5875666666666,34998.95,0.21620666666666666,9729.008121,7092.420554333334
LN0085,Shannon Mayo,693.0,22286.0,175863,0.32,3,Auto,Current,MB,2020-03-26,0.14520000000000002,0.4,167069.85,9703.416888000003,125302.38750000001,0.29766000000000004,29838.00693060001,20134.590042600008
LN0086,Matthew Holland,753.0,29635.0,165206,0.47,4,Auto,Current,AB,2020-03-27,0.13386666666666666,0.4,156945.69999999998,8403.919082666665,117709.275,0.27442666666666665,25842.0511792,17438.132096533336
LN0087,Stephanie Gordon,673.0,34231.0,183173,0.21,5,Mortgage,Current,AB,2020-03-28,0.12933333333333336,0.25,174014.35,5626.463983333335,60905.0225,0.26513333333333333,20761.6520985,15135.188115166664
LN0088,Jennifer Sandoval,656.0,30293.0,74443,0.2,12,Mortgage,Late (30-59 days),BC,2020-03-29,0.0976,0.25,70720.84999999999,1725.58874,24752.297499999997,0.20008,6367.422450599999,4641.833710599999
LN0089,Kenneth Graves,630.0,64924.0,235183,0.25,0,Personal,Current,BC,2020-03-30,0.17800000000000002,0.65,223423.84999999998,25850.139445,223423.84999999998,0.3649,69298.25843525,43448.11899025
LN0090,Jonathan Olson,642.0,41385.0,140899,0.35,0,Mortgage,Current,ON,2020-03-31,0.18520000000000003,0.25,133854.05,6197.442515000001,46848.917499999996,0.37966000000000005,22868.56288035,16671.120365349998
LN0091,Scott Graves,646.0,40953.0,101143,0.6,0,Personal,Current,BC,2020-04-01,0.2136,0.65,96085.84999999999,13340.559414000001,96085.84999999999,0.43788,35762.9611983,22422.401784299997
LN0092,Monica Diaz,722.0,46577.0,198725,0.25,21,Auto,Current,ON,2020-04-02,0.061200000000000004,0.4,188788.75,4621.5486,141591.5625,0.12546,14211.261945000002,9589.713345000002
LN0093,Susan Garcia,655.0,23028.0,149771,0.27,6,Auto,Current,ON,2020-04-03,0.1384,0.4,142282.44999999998,7876.756431999999,106711.8375,0.28371999999999997,24221.0260284,16344.269596400001
LN0094,William Braun,723.0,55030.0,253044,0.45,4,Mortgage,Current,QC,2020-04-04,0.1434666666666667,0.25,240391.8,8622.05256,84137.12999999999,0.2941066666666667,31815.373946400003,23193.321386400003
LN0095,Rebecca Malone,641.0,35231.0,141385,0.29,0,Mortgage,Current,QC,2020-04-05,0.1784,0.25,134315.75,5990.48245,47010.5125,0.36572,22104.8802405,16114.3977905
LN0096,Mr. Gregory Hicks,657.0,47486.0,149670,0.22,10,Personal,Current,ON,2020-04-06,0.11026666666666668,0.65,142186.5,10190.98041,142186.5,0.22604666666666667,27319.666714500003,17128.686304500003
LN0097,Brandon Valencia,450.0,35479.5,116362,0.23,8,Mortgage,Charged Off,AB,2020-04-07,0.20493333333333333,0.25,110543.9,5663.532476666666,38690.365,0.4201133333333333,20898.434838899997,15234.90236223333
LN0098,James Stout,741.0,30000.0,251517,0.34,5,Mortgage,Current,AB,2020-04-08,0.11773333333333334,0.25,238941.15,7032.8345150000005,83629.4025,0.24135333333333334,25951.15936035,18918.32484535
LN0099,Michelle Munoz,684.0,75555.0,295951,0.31,2,Auto,Current,BC,2020-04-09,0.15293333333333337,0.4,281153.45,17199.093714666673,210865.08750000002,0.31351333333333337,52887.213172600015,35688.11945793334
LN0100,Chris Lawrence,749.0,42216.0,205462,0.22,0,Mortgage,Current,QC,2020-04-10,0.1268,0.25,195188.9,6187.48813,68316.11499999999,0.25993999999999995,22831.831199699995,16644.343069699993
LN0101,Austin Sosa,360.0,25315.0,181298,0.23,4,Auto,Current,SK,2020-04-11,0.26226666666666665,0.4,172233.1,18068.400410666665,129174.82500000001,0.5376466666666666,55560.3312628,37491.93085213333
LN0102,Sara Brandt,850.0,25645.0,64550,0.17,6,Personal,Current,ON,2020-04-12,0.0684,0.65,61322.5,2726.3983500000004,61322.5,0.14021999999999998,7308.8448075,4582.446457499999
LN0103,Lisa Holloway,656.0,56963.0,270702,0.58,0,Auto,Current,BC,2020-04-13,0.20720000000000002,0.4,257166.9,21313.992672,192875.175,0.42476,65540.5274664,44226.5347944
LN0104,Jonathan Clark,760.0,33849.0,191950,0.18,5,Credit Line,Late (30-59 days),ON,2020-04-14,0.09093333333333334,0.7,182352.5,11607.344466666667,182352.5,0.18641333333333332,30593.643629999995,18986.29916333333
LN0105,Tammy Shelton,546.0,105085.5,63219,0.34,1,Personal,Current,ON,2020-04-15,0.21706666666666666,0.65,60058.049999999996,8473.790468,60058.049999999996,0.4449866666666666,22716.276754599996,14242.486286599997
LN0106,Sarah Hamilton,656.0,25330.0,171258,0.41,7,Mortgage,Late (30-59 days),QC,2020-04-16,0.14946666666666666,0.25,162695.1,6079.37357,56943.284999999996,0.30640666666666666,22432.8884733,16353.514903300002
LN0107,Kimberly Nelson,544.0,46880.0,169841,0.27,3,Mortgage,Charged Off,BC,2020-04-17,0.19880000000000003,0.25,161348.94999999998,8019.042815000001,56472.13249999999,0.40754,29590.26798735,21571.225172349998
LN0108,Jacqueline Turner,587.0,31842.0,256004,0.2,0,Auto,Late (30-59 days),ON,2020-04-18,0.18920000000000003,0.4,243203.8,18405.663584000005,182402.84999999998,0.38786000000000004,56597.415520800016,38191.75193680001
LN0109,Charles Nunez,841.0,46224.0,262336,0.35,3,Auto,Current,ON,2020-04-19,0.10600000000000001,0.4,249219.19999999998,10566.894080000002,186914.4,0.2173,32493.199296000003,21926.305216
LN0110,Jordan Thompson,630.0,29212.0,241495,0.18,2,Mortgage,Late (30-59 days),QC,2020-04-20,0.15893333333333334,0.25,229420.25,9115.631266666667,80297.0875,0.32581333333333334,33636.679374,24521.048107333332
LN0111,Jacob Wood,671.0,51039.0,58218,0.19,0,Credit Line,Current,QC,2020-04-21,0.1544,0.7,55307.1,5977.591367999999,55307.1,0.31651999999999997,15755.222962799997,9777.631594799997
LN0112,Tracy Ramirez,737.0,36914.0,286373,0.4,9,Auto,Current,BC,2020-04-22,0.10520000000000002,0.4,272054.35,11448.047048,204040.76249999998,0.21566000000000002,35202.744672600005,23754.697624600005
LN0113,Gloria Hayes,699.0,24321.0,32877,0.25,0,Mortgage,Current,ON,2020-04-23,0.1504,0.25,31233.149999999998,1174.36644,10931.602499999999,0.30832,4333.4121636,3159.0457236
LN0114,Isaac Shields,665.0,48841.0,194073,0.13,1,Auto,Current,QC,2020-04-24,0.14426666666666668,0.4,184369.35,10639.340624000002,138277.0125,0.29574666666666666,32715.972418800004,22076.6317948
LN0115,Kyle Grant,686.0,29575.0,152878,0.48,0,Mortgage,Current,ON,2020-04-25,0.18320000000000003,0.25,145234.1,6651.721780000002,50831.935,0.37556,24544.8533682,17893.131588199998
LN0116,Jose Morgan,850.0,33142.0,224707,0.45,0,Personal,Current,ON,2020-04-26,0.134,0.65,213471.65,18593.380715000003,213471.65,0.2747,49844.56291675001,31251.182201750005
LN0117,Betty Anderson,644.0,24398.0,246249,0.3,1,Auto,Current,QC,2020-04-27,0.17306666666666667,0.4,233936.55,16194.647568,175452.41249999998,0.35478666666666664,49798.5412716,33603.8937036
LN0118,Kathleen Thompson,670.0,20000.0,42034,0.2,0,Mortgage,Current,BC,2020-04-28,0.15600000000000003,0.25,39932.299999999996,1557.3597000000002,13976.304999999998,0.31980000000000003,5746.657293,4189.297593
LN0119,Alexander Lee,755.0,33643.0,176389,0.35,4,Mortgage,Current,ON,2020-04-29,0.11866666666666666,0.25,167569.55,4971.229983333333,58649.34249999999,0.24326666666666663,18343.838638499998,13372.608655166665
LN0120,Michael Cain,760.0,95324.0,193868,0.36,0,Personal,Current,ON,2020-04-30,0.1392,0.65,184174.6,16664.117808,184174.6,0.28535999999999995,44672.6542776,28008.5364696
LN0121,Casey Braun,768.0,74556.0,15589,0.37,6,Auto,Current,QC,2020-05-01,0.10520000000000002,0.4,14809.55,623.185864,11107.162499999999,0.21566000000000002,1916.2965318000004,1293.1106678000003
LN0122,Wesley Payne,713.0,36036.0,62221,0.39,0,Credit Line,Late (30-59 days),ON,2020-05-02,0.16160000000000002,0.7,59109.95,6686.517544,59109.95,0.33128,17623.749812399998,10937.232268399997
LN0123,John Jensen,535.0,32690.0,260927,0.22,0,Mortgage,Current,ON,2020-05-03,0.21240000000000003,0.25,247880.65,13162.462515000001,86758.2275,0.43542000000000003,48569.486680350004,35407.024165350005
LN0124,Noah Cruz,656.0,36643.0,268801,0.36,1,Mortgage,Current,QC,2020-05-04,0.17546666666666666,0.25,255360.94999999998,11201.833673333333,89376.33249999999,0.3597066666666666,41334.76625459999,30132.932581266658
LN0125,Michael Morrow,535.0,45199.0,122229,0.16,11,Mortgage,Late (30-59 days),ON,2020-05-05,0.14653333333333335,0.25,116117.54999999999,4253.7729150000005,40641.142499999994,0.30039333333333335,15696.42205635,11442.64914135
LN0126,Bryan Newton,680.0,22644.0,57227,0.31,5,Auto,Current,ON,2020-05-06,0.13853333333333334,0.4,54365.649999999994,3012.5818853333335,40774.237499999996,0.2839933333333333,9263.6892974,6251.107412066667
LN0127,James Barron,574.0,56711.0,270308,0.41,7,Mortgage,Current,AB,2020-05-07,0.1822666666666667,0.25,256792.59999999998,11701.182806666668,89877.40999999999,0.3736466666666667,43177.3645566,31476.18174993333
LN0128,Cody Fitzpatrick,643.0,48346.0,98078,0.39,0,Mortgage,Current,BC,2020-05-08,0.18960000000000002,0.25,93174.09999999999,4416.45234,32610.934999999994,0.38868,16296.7091346,11880.2567946
